text,label,reasons
"I know you know I didn't make that attack. But I am apologizing nonetheless. Obviously vandalism is to be expeced, but that does not mean it should be apologized or overlooked. Especially in the case of a personal attack. So, I offer my apologies that you were treated in such a manner, and that there are editors on this wiki who would behave in such a manner. I suppose that's what us editors are here for. We make Wikipedia a better place.  (parlez à moi) Ici pour humor",safe,[]
"Lostprophets is a FUCKING NU METAL BAND BITCH
Lostprophets is a FUCKING NU METAL BAND BITCH. ANSWEAR ME BITCH.",toxic,"['toxic', 'obscene', 'insult']"
"U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'U SUCK!!!!
U SUCK!!!!'U SUCK!!!!U SUCK!!!!'",toxic,"['toxic', 'severe_toxic', 'obscene', 'insult']"
"""
It should be named as """"Navarre"""", the English term is Navarre, not """"Navarra"""". 80.58.205.42  """,safe,[]
"RUNESCAPE IS GAY, EVERYONE JOIN WORLD OF WARCRAFT I NEED RECRUITS FOR A GUILD!",toxic,"['toxic', 'insult']"
"You Suck
Suck it!!!!!",toxic,"['toxic', 'obscene', 'insult']"
Hi.  Please don't use this site as a social network.  Thanks.,safe,[]
"english 

I am basically a native speaker of English, my mom is American. I found your condescension insulting and unnecessary.",safe,[]
"""
{| style=""""background-color:#F5FFFA; padding:0;"""" cellpadding=""""0""""
|style=""""border:1px solid #084080; background-color:#F5FFFA; vertical-align:top; color:#000000;""""|
 Hello, ! Welcome to Wikipedia! Thank you for your contributions to this free encyclopedia. If you decide that you need help, check out Getting Help below, ask me on , or place  on your talk page and ask your question there. Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your username and the date. Finally, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement. Happy editing!   ><>°° 
{| width=""""100%"""" style=""""background-color:#F5FFFA;""""
|style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
 Getting started A tutorial • Our five pillars • Getting mentored
 How to: edit a page • upload and use images Getting help Frequently asked questions • Tips
 Where to ask questions or make comments
 Request administrator attention Policies and guidelines Neutral point of view • No original research 
 Verifiability • Reliable sources • Citing sources
 What Wikipedia is not • Biographies of living persons

 Manual of Style • Three-revert rule • Sock puppetry
 Copyrights • Policy for non-free content • Image use policy
 External links • Spam • Vandalism
 Deletion policy • Conflict of interest • Notability
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""0"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA""""
! The community
|-
|style=""""color:#000""""|
 Build consensus • Resolve disputes
 Assume good faith • Civility • Etiquette
 [",safe,[]
"""

I already added the citations that were needed. Some places said """"Citation needed"""" when there is no possible way to provide one. And note to Musicpvm (or whatever your name is), if you are such the expert on the English language then why can't you correct the crap yourself?""",toxic,['toxic']
"""
Thanks for the support Grundle. No worries. I need to get some stuff done anyway. The claims of """"personal attack"""" and """"harassment"""" are bunk of course. But 2/0 has, unfortuntely (past experiences suggests he's a decent fellow) been quite active along with Jehochman in carrying out a reign of censorship against those with opinions they don't share. This abusive behavior is damaging to the encyclopedia and is anti-intellectualism of the worst kind, but not much different the Climategate nonsense we've seen. Dishonest, misleading, misinformation campaigns like these are very harmful to the pragmatic solutions to protect the environment, so it's pretty disheartening that somemthing I'm involved in, Wikipedia, is being abused to this extent. The dishonest manipulation of sources, the smearing, and the bullying cabalism are very discouraging. But the world is not a perfect place. I smiled at a few of the discussions on your page. Your good cheer, good faith and patience is an inspiration. 

Please check with User:Drmies about the Markus article. They are both indigineous to Alabama and very likely know each very well, although I don't know how intimately.   """,safe,[]
"concur. Please inquire, advise, and feel free to comment on my page. Licensing certainly isn't an issue with the image I've volunteered, and the derelict who keeps replacing it with an inferior image hasn't responded to my inquiries as to his perspective or motive, so I certainly welcome your assistance and would obviously respect any consensus opinion",safe,[]
"""

 Topic ban 

Relating to  (and let me be honest, I'm not up for a protracted debate, I'm just here to offer a perspective that you are free to ignore).  The problem is how you phrased the issue.  If you are claiming admin abuse, you need to be specific.  If you are claiming it is no longer needed, then your opinion of PBS's original ban is irrelevant.  When it comes to General Sanctions, admin are given broad and sweeping authority, because the community wanted them to have a hammer to deal with problems.  Whether you deserved it or not, I have no idea, I didn't do that research and don't have time.  I'm talking about procedure here.  Kosh's comments just muddied the waters, unquestionably admin have the authority to do moratoriums and the like on these articles under General Sanctions, and do topic bans.  Authority isn't debatable because it is clearly spelled out in policy, so Kosh ended up making it less likely others would participate when debating something that is clearly not debatable, and PBS was on topic in addressing those points.  Your points got lost in the mix.  It happens.  And Dougweller and RGloucester also piped in, it wasn't just one person.  It was just one person taking your side, but he was mistaken on the procedural points.  Even DGG jumped in to support the moratorium, and he isn't prone to jump into fires.  Then Obsidi joined the fray.  So 5 people participated, besides yourself, not just one. The problem being that you guys debated the right of the admin to impose sanctions (and he clearly has the right), instead of the circumstances of your situation, which is why 80% of the people disagreed with you and Kosh. You complain that only one admin has spoken, but that isn't true.  Obviously, PBS is an admin, but so is Dougweller and DGG, neither of which has a reputation for being heavy handed.  Quite the opposite, actually.  In reality, he could have put a one year moratorium on name changes and it would have been 100% supported in policy, but he chose a very short and reasonable period.  You might not LIKE it, but the community voted specifically to give admin that power.  If you had not muddied the discussion up by mixing both issues, your topic ban and his authority to issue a moratorium, you would have had a better chance, although odds are that the topic ban would have stuck because there wasn't any abuse in his doing so that I could see.  It was his judgement.  Disagreeing with it doesn't make it abuse. And the fact that it was only three months....that is the shortest topic ban I've ever seen, so obviously he wasn't trying to be heavy handed.  Sometimes, you just have to accept that you don't have a case, and this one could easily be closed as """"no consensus to make any changes to existing sanctions"""".  Again, I'm not up for debating, but I could care less about these articles, and if you want an honest review from an experienced admin, you just read it.  - 2¢ """,safe,[]
"hi, i'm working on czech wiki, why can't i place useful link here?",safe,[]
"Emilia

Do you find more information about this Swedish diva? If you do so, help complete this article!  00:36, 16 Dec 2004 (UTC)",safe,[]
"""

 """"Palestinian"""" in title should be changed to """"Gaza inhabitants"""" 

Not everybody in Gaza is Palestinian. So I guess there were casualties that are not Palestinian.   """,safe,[]
"""

Speedy tagging
Please be careful to use the appropriate templates when tagging articles for speedy deletion; Pyshcological Diplomacy was not patent nonsense (gibberish letters, keyboard-mashing, etc.), since its grammar was comprehensible. A better deletion rationale may have been db-spam (as it was made just to direct traffic to an external site) or db-nocontext. For a good explanation of when the  tag should be used, you can check out User:Balloonman/CSD G1 survey.

Thanks for your help maintaining the project,  talk/contribs """,safe,[]
"""

 It's still full of it - Never before or since has a cartoonist been so perfect for the times.  I mean, really!      ... speak! ...  """,safe,[]
"Why are you changing the SOMALI PEOPLE WIKI????????????????????/ 

SERIOUSLY????????? THAT PAGE IS BIASED TO ONE CLAN, I ADDED A MORE DIVERSE REPRESENTATION OF SOMALI PEOPLE!

YOU STUPID CRIMINAL.",toxic,"['toxic', 'insult']"
"Campaign, to defray the costs of developing and
distributing this material, are welcome.",safe,[]
"How about you learn how to read and write during that time Jamie? Continue or continued you dumbass.

Second of all you ruined what I wrote you idiot",toxic,"['toxic', 'obscene', 'insult']"
"fuck you 

you're an idiot",toxic,"['toxic', 'obscene', 'insult']"
"If you did a thorough Nexis search, you should have seen both the state's appellate brief and the amicus briefs against the sisters. Right there you have sources you're not using. 64.38.197.224",safe,[]
If you knew how to do this you should have just done it instead of your stupid dance around disruptive edits/reverts.,toxic,['toxic']
"""

Ohh, I didn't thought that situation is that bad you being gay. I'm sorry for you fagg.
    —Preceding unsigned comment added by 95.68.45.58   """,toxic,"['toxic', 'obscene', 'insult']"
"Chris.  You're one to talk!  You're the dick (strike through for X-Kal) that vandalizes GNU related articles.  You might look awfully cute in a pirate hat, but you do string searches for GNU and eviscerate it like it's all that's keeping you alive.",toxic,"['toxic', 'obscene', 'insult']"
"To Kralizec you are a unintelligent, dull, brainless, obtuse, witless,foolish, fatuous, inane, nonsensical, silly,daft, futile, ludicrous, ridiculous, laughable, senseless, absurd, asinine,unwise, senseless, ill-advised, imprudent (formal), injudicious, thoughtless, rash, irresponsible, reckless, heedless, fugly, ugly, cunt/dick head, mean,shit licking, wanker,  son of a bitch.
Go ahead block me for another 7 days you ass hole.
p.s the rank of administrator is an affront to freedom of expression, you and the rest of your fucking tyrant/dictator friends 
oppress the rest of wikipedians. Also you are sexist chauvinist pigs as i have never met a female administrator.
Quis custodiet ipsos custodes?
no offence",toxic,"['toxic', 'obscene', 'insult']"
""" As well as the """"Wentworth"""" Miller article, it says right in the cited source that he claimed he was an absurd 25 mixed race character INCLUDING German JEW, go look it up Mister Censor!""",safe,[]
"""

The user's final edit was to blank his Talk page with the edit summary """"fuck it.""""  The page blanking was reverted """"because of an active block"""".  The block is no longer active, the user has not returned to Wikipedia, and I think it is pretty clear that """"fuck it"""" is the equivalent of """"I am retiring from Wikipedia.""""  It seems to me that if someone has expressed quite clearly that they don't want to come back to Wikipedia and that they don't want their sad saga displayed on their Talk page for all eternity, that is within their rights.
Also, I question whether the initial reversion of the page blanking was even according to policy.  Show me one policy that says you cannot blank active block messages on your talk page, hmmm?  While WP:DRC is merely a guideline, there is a distinct lack of Wikipedia policy limiting what kind of content users can remove from their Talk page.  I happen to think there should be policy limiting what a person is allowed to remove from their own talk page (e.g. warnings <24 hours old and active block notices) but as it currently stands there is no such policy, at least not that I can find.  (If I am wrong, please enlighten me!)
If I have to abide by rules I think are dumb, then so does everybody else.  In fact, that is the difference between us and Karaku  Karaku disagreed with the rules so he chose to aggressively break them and call everyone else ignorant.  I disagree with the rules, but I realize they have been formed by community consensus and so I will abide by them as long as they are in place.  And by my interpretation of the current rules, Karaku's blanking of the Talk page should never have been reverted.  
Furthermore, while I recognize that I was using the word """"VANISH"""" imprecisely, it appears to be a longstanding tradition in Wikipedia that if a user wants to just leave and clear out the ugly history of their wrongdoing, they have the right to do that.  Karaku very clearly indicated a desire to do just that (is there really that much difference between putting a banner saying """"Retired"""" at the top of your Talk page vs. blanking the thing with the edit summary """"fuck it""""?).
Anyway, I'm obviously not going to get in an edit war over a retired user's talk page.  I'm just sort of surprised at the insistence to leave all this stuff in place when the user doesn't want it and Wikipedia policy provides no mechanism to override those wishes...   """,toxic,['obscene']
"LOL, congrats on your google skills in digging comments I made on a soccer website.  Grow up and crawl back in your black van.",toxic,['insult']
"]], [[Captain Sanak Singh Khattri",safe,[]
"in two weeks on her return.  Thanks for your patience. In the meantime I found my photos of the Chet Helm's Memorial (the Tribal Stomp). Reason I couldn't find was  I didn't take my digital cam that day and instead took a throway camera, so I'd stored the JPG scans in a different directory. Will u/l when i get a chance.",safe,[]
"""

Bullshit """"some medical"""" is classic weasel word crap.  I demand mediation.""",toxic,"['toxic', 'obscene']"
""":Well then there is one item I have to wait to talk about cause it is about the ending. I was impressed with the little physical traits of Thaw/Morse that Shaun Evans gave us. The tug of the collar etc. I also liked the fleshing out of some of the things in Morse's past that the original series had referred to over the years. I also like that we saw a young version of Max the pathologist as Peter Woodthorpe and John Thaw's interplay was a delight of the first three seasons of Morse. One question - If this is going to be the only Endeavor episode shouldn't the page be moved to take """"series"""" out of its title?

As much as PBS is a a part of my life I tired, several years ago, of how they mess with the British programs. So I bought myself a region free DVD player and have been ordering the series from Amazon UK. Amazingly the product is often cheaper - even with the shipping costs - than buying the DVDs from Amazon US and I get to see the programs before they air on PBS or BBC America - or as I know call it the Top Gear/Gordan Ramsey channel. Sherlock has been brilliant and I love the jokes about Mycroft's weight. Speaking of Mark Gatiss who would have thought that one of The League of Gentleman zanies would be doing so many interesting things today. That also means that I should mention his one time colleague Steve Pemberton's WhiteChapel series. While not necessarily up there with some of our favorites it has had some interesting moments. Enjoy the rest of your weekend!  | Talk 

""",safe,[]
F__K YOU WHINY-SISSY COWARD HACKER TROLLS AND FREAKS.  YOU ARE ALL FAT PASTY PALE COUCH TOADS WHO NEVER GET LAID AND WHACK OFF ONLINE.  GO F__K YOURSELVES,toxic,"['toxic', 'severe_toxic', 'obscene', 'insult']"
"Hello. Thanks again for your reply. I am not too concerned about the articles that CRUSIO deleted. It appears to be rather subjective if they appear or do not appear. I would like to focus your attention on the corrections and additions to the Paola S. Timiras, that CRUSIO removed, specifically the addition of the entry for Paul Segall and the correction to the name of the imaging system that was developed and used in the Timiras lab. Please look at the supporting information and let me know if it is lacking in anyway and if so, what else can be added to allow this information to be on the Timiras site. 

P.S. If you would like to look into the items that CRUSIO deleted please do so, they are listed above. 

Cheers.",safe,[]
"I have to apologize - with 24 hours I assumed edits made in the course of one day, so I only looked at the day of the month.  I will be more careful in the future.  It would help if there were some warning notification by Wikipedia whenever someone reverts something for the 4th time inside 24 hours. I would think this would be a very simple check to implement programatically and would prevent mistakes like this from happening.",safe,[]
"""

 A cup of coffee for you! 

  I love coffee!
   """,safe,[]
"Sorry dude, but that's just the way the Wikipedia is set up.  Either go with the flow, or find somewhere else to make your own world, with your own customs to follow.",safe,[]
"""

 The Burke Group 

In response,  I never provided where he went to school.   I added  he is a J.D.    RAther than delete he is a J.D. (Juris Doctor)  then refer to him as Dr.  David Burke?  A J.D. is a Doctor of Jurisprudence same as a Ph.D.   Why do you allow personal information that's good for you but not for others who might be interested in knowing more?  He was important enough to post an article so why do you think any reader will be satisfied with a sum total of data saying  he owns a rental property in Agoura Hills with a meaningless political contribution?  The property posted is a rental  where he no longer lives and maybe never did.   How is that useful in an article about organized labour? You said it yourself the article should be about the company.  But in actual fact, he IS the company.    He's a flight instructor whom I know from our FBO (Flight Base Operation).  Lots of people know him.   He hasn't contributed to Republicans for years.  Look at the site you  provided!!  Last one was 2004.  Why continue to keep outdated useless information?  The article cited by Dr. John Logan, a very learned fellow, contains some useful info but also contains factually incorrect information. Even he can make mistakes.   I am a lawyer and Logan is a British economist, and may understand E.U. law but does not understand U.S. labor law.  Just because he writes about it does not mean he understands it.  There is NO newspaper article about CDN that says employees were awarded from the Court of Appeals.  He wrote incorrectly.    The citation provided which corrects his article  is  from the court dockets.  Which is a better citation?    I provided the citation from  the law firm that WON the civil case against CDN!!   I removed nothing  about the case itself.... only corrected the information in such a way that the non legal lay person could understand the fundamental differences between NLRB law and DOL law and civil actions filed with the District Courts.   What John Logan wrote that you cite is liking saying someone was cited by the F.A.A. but tried at the D.M.V.!!!  Are you British?  F.A.A. is Federal Aviation Admin. and D.M.V. is Dept. of Motor Vehicles.  They are not related anymore than NLRB is to District Court or civil cases..   Burke works in NLRB jurisdiction and the case you cite is a Civil Action in District Courts not related.    If you want CDN  discussed,  first part is fine but the civil action is not.  there should be another topic developed in wikipedia for CDN.    Logan's article  used as a citation  lacks any credible legal citation connecting Burke to the civil case.   Only a legal citation should be used.   There are none available.    DJB is a very well known person and lots of lawyers both company and union know him. No matter which side of the aisle...this information is flawed.    If you are going to discuss legal issues then get them right.  Am I being picky?  Yes.  Inside the law you can't just throw something at the ceiling and hope it sticks.   Deleting FACTS for FICTION is beneath the dignity of what Wikipedia has strived to promote.    Why do you say the article contains everything anyone needs to know to justify deleting contributions?   How is that possible when Wikipedia is an opened forum for knowledgeable people to build and add more?  You think the sum total for the reader should be that Burke owns a rental property in Agoura HIlls?  How is that related to THe Burke Group?  Please stop  the generalities and provide  3 facts I contributed and tell me EXACTLY how the citation or """"tone"""" can be improved and let me do that.  Also, please define what is meant by """"tone"""".   By the way...are you a Wikipedia staff editor or administrator?  Thank you.  arabianrider  """,safe,[]
"That's in the version that TRP demand son having, I have it in use to expand on the GK section. -",safe,[]
"""
Sorry if you think they are """"inappropriate"""", but these are your actions....so I guess your actions are in effect inappropriate. -  (VT) 

Meatpuppet
You are a meat puppet, you have been confirmed a meatpuppet, the tag stands. -  (VT) """,toxic,['toxic']
Have fun in Hell little Fascists69.14.97.53,toxic,"['toxic', 'insult']"
"So? 

How about those Angels?",safe,[]
I dont give a fuck... it will get reposted so you think i give a flying fuck about deleting that article for a month or 2?,toxic,"['toxic', 'obscene', 'insult']"
"I was Just indicating you fool 

Stupid Jew troutman.",toxic,"['toxic', 'obscene', 'insult', 'identity_hate']"
"""

 Eaglestorm 

Giving incorrect details. http://en.wikipedia.org/wiki/Pinoy_Big_Brother:_Unlimited """"Divine allegedly excluding him."""" supposed to be """"Divine unfairly excluding him."""" I told him many times to change it yet he insists on not changing it. We even had an edit war...he called be a tard. I mean, do you administrators tolerate that kind of behavior?""",safe,[]
"""

As an Islamist you don’t """"find it shocking to see someone drinking”.  Drinking what?  Alcohol?  Gasoline? Piss?  Can you have a great conversation with someone who is intoxicated. In vino veritas.""",toxic,['toxic']
"To the psycho calling himself Majeston, who has no respect for the real name and meaning of this title, and hence is a genetic loser. We have viewed your postings and have found you to be unfamiliar and a failure at your understanding of the true ongoings of the Urantia movement. The facts are that the Urantia Readers-Intl is a large, fast moving, and growing organization that stayed with the original Midwayer mandates and the 1950 Doctorine of Trust - that is one reason why we grabbed the torch of the Urantia Brotherhood and still hold it in true light. 

The slow failure of the Urantia Book Fellowship has caused many of their misguided believers to join the Urantia Association International and the Urantia Readers-Intl... and these are the inside facts, which you are not a privy to. So, little man, here are the facts once again reinstated, for your reality....  if you delete us, we delete you (Fellowship); if you put the Urantia Book Fellowship link back in, and keep ours in, the we keep yours in; if you place the Urantia Book Fellowship link above us, we will place our link above you... you want a war, you got it.",toxic,"['toxic', 'insult']"
"May 2010 (UTC)

And so the default position is now just delete the images Blackash does not feel are needed in her article. Appalling.    18:29, 24",safe,[]
"January 2011 (UTC)

Thanks, this is exactly what I was looking for.  Could some of this text be incorporated into the article?  I think it would make the article understandable to many more readers.

  01:48, 11",safe,[]
"January 2008 
 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.  FRACTIONS (t | c)",safe,[]
watch out for user:xeno hell bite your dick off!!!!,toxic,"['toxic', 'obscene']"
"P.S., I am halfway through a sex change.  Maybe when I finally get my dick cut off I'll be a bit more relaxed.  I already have the tits, but the estogen is driving me nuts!",toxic,['obscene']
"Reply: Mr. Blecker, with all the respect that you deserve, this situation you do not care, and I don't use google translator, I only use that it if I did not know a word in English, that phrase I put it as mockery of Marrovi because he use the google translator. And these attacks are from months ago, I already apologize personally to the user Marrovi.",safe,[]
"""

 Crocus olivieri istanbulensis 

Dear Rivertorch,

This taxon is one on the three subspecies of Crocus olivieri.
Its correct name is Crocus olivieri Gray subsp. istanbulensis B. Mathew. I have corrected it. 

I hope the anonymous user will not change it again.

Best regards,  (To reply) 

Hi Réginald. If you hadn't arrived on the scene, I was going to ping you. I removed the Turkish image and link, since I didn't think they were germane, but I left it to you to fix the taxonomic details. Does Mathew's classification, as it appears in the article, contain all the known species of crocus?   

Hi River,
The page contains all the recorded species, but not the infraspecific taxa (i.e., the numerous subspecies). Originally Crocus olivieri subsp. istanbulensis was for this reason not included. For consistency reason including it required to mention also -as I did- the two other subspecies olivieri and balansae.
The issue is: if we want to be fully consistent we have to mention also all recorded subspecies (with their distribution as for that of C. olivieri?), among others the numerous subspecies of the variable C. biflorus. A niggling work! I am afraid that the page will become too scholastic.
Your advice about this issue?
Best regards,  (To reply) 
PS: You can find a quite complete list of species and their subspecies on the NCBI taxonomy browser. Type """"Crocus"""" in the """"search for"""" bar.  (To reply) 

Thanks for the link—that's a great resource. I don't think we should worry about its being too scholastic. My main concern would be with consistency: I'm not sure if there are comparable articles that also list all subspecies. The information about subspecies certainly should be available on Wikipedia, but should it go in the main article or in the more specific articles about each species (of which there are now only a few). I don't know.   
For consistency reasons I have added the other subspecies reported in the NCBI taxonomy and cited the source. I agree that additional paragraphs or articles should be written for the most representative species, in which a detailed description of their subspecies would then be done (as e.g. I have done in fr:Crocus).  (To reply) 
Okay. I'd be happy to help with creating new articles and refining translations, if you want to go that route. Just remember I don't know what I'm talking about ;-)    

Dear River,
I have removed again the the logo of the Sultanbeyli District Municipality, that User:Terzinator had added again to Crocus, explaining the reason for doing it (see User talk:Terzinator). Hopefully, he/she will not add it again!
Best regards,  (To reply) 
Thanks, Réginald. I don't do edit wars, so I'm glad there's someone else diligently watching the page. I see that the image appears to lack any copyright info or fair-use claims. I try to avoid any involvement with enforcement of image policies, but if it gets added again I will see if it can be deleted on those grounds.   

 Good comment 

I like this comment at WP:BLPRFC! — Toronto 

Gosh, that was quick. Thanks!   

The timing was purely coincidental. As for me, I’m waiting before reviewing and !voting. The thing seems to be growing exponentially though. Plus, it’s spread across so man",safe,[]
you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo,toxic,"['toxic', 'obscene', 'insult', 'identity_hate']"
"""

 Supremacist? 

Is it so important for the wikijews to brand this dude a """"supremacist"""" that it must be mentioned in the very first sentence?!

""",safe,[]
"A proposal to cut down on AIDS 

Less AIDS would be spread if you were to stop inserting your minuscule penis into little boys.",toxic,"['toxic', 'obscene', 'insult', 'identity_hate']"
"""

Hi, you just made a false claim in an edit summary for cdrtools: You claimed that """"cdrkit"""" was created in 2006. This is not correct. The Debian initiated fork was created in May 2004 and later (on my request) it was just renamed to """"cdrkit"""". All the Debian initiated bugs in the fork from 2004 appear in what was later called """"cdrkit"""", so this is obviously the fork from 2004 that was created because Debian wanted to ship a broken variant from cdrtools after their related patch was rejected for quality reasons.   """,safe,[]
stop fuicky reverting my fucking edits it,toxic,"['toxic', 'obscene']"
"""

Feel free to re-add the information and include appropriate citations. You're supposed to include citations when you make additions. See Wikipedia: No original research, Wikipedia: Citing sources, and Wikipedia: Verifiability. I'm under no obligation to tag something for sources required; if you want the content included, then you're obligated to demonstrate verifiability by including sources. Also, I """"no"""" plenty about the topic.  """,safe,[]
"User messages. 

Please do not leave messages on my user talk page.",safe,[]
"""

 Errata to Beeblebrox book on appropriate language 

Hi. I have not received any errata corrige about my handbook for appropriate language in communication with and from Beeblebrox, but does your shedding light on some mild language by a fellow administrator mean we should no longer consider """"FUCK OFF YOU PETTY FASCIST IDIOT"""" standard Bebblebrox interaction? I think it's useful for the stewards to know, next time your account is locked.  """,toxic,"['toxic', 'obscene', 'insult']"
Yes there are problems with your English you pathetic Mexican asshole - I'm gonna continue making your life hell until I can rejoice in the pleasure of hearing your death.,toxic,"['toxic', 'severe_toxic', 'obscene', 'insult', 'identity_hate']"
"Materialscientist is a racist

Seriously, fuck you man. You continuously delete my photos on the page of Al-Mayassa bint Hamad bin Khalifa Al-Thani, which are all posted with the correct CreativeCommons Share-alike 2.0 or 3.0 license... because you're a racist and the Sheikha appears uncovered in these pictures. When I posted photos of Arab males... you do not challenge them what so ever. 

Luckily, I can continue to live my life in the happy company of many friends, family and colleagues... not stationed at a computer 24/7. You're a loser who spends his entire life editing Wikipedia and probably has nothing to show for it. At the end of my life, I'll have had a purpose... a career, family, things I am proud of. You'll just be dust and completely irrelevant to the world... having never done anything more than edited a website.",toxic,"['toxic', 'obscene', 'insult']"
